adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Violent,Backdrop Image,Trailer Link
False,/2lBOQK06tltt8SQaswgb8d657Mv.jpg,"[10752, 36, 53, 18]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",9.8339,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,1917,False,7.989,12684,1,https://image.tmdb.org/t/p/original/2lBOQK06tltt8SQaswgb8d657Mv.jpg,https://www.youtube.com/watch?v=gZjQROMAh_s
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18, 10749]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",13.6079,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.9,281,0,https://image.tmdb.org/t/p/original/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,https://www.youtube.com/watch?v=Yvks3SeCDOs
False,/tzwUife8ExSuHMPC94bqAAcxjEt.jpg,"[27, 9648]",1216191,en,Oddity,"After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",12.6925,/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg,2024-07-19,Oddity,False,6.689,460,1,https://image.tmdb.org/t/p/original/tzwUife8ExSuHMPC94bqAAcxjEt.jpg,https://www.youtube.com/watch?v=ktIqbb0TS7s
False,/qS2rFOmMD6ExjMqDun96efA2MIa.jpg,"[35, 18]",1039659,en,Winner,"Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor. A fresh take on the traditional whistleblower thriller, the coming-of-age story follows an idealistic young woman persecuted for standing by her principles.",27.7007,/wvTlXCh0XKukjsQtFGC4qtnO6Cz.jpg,2024-09-13,Winner,False,6.8,45,0,https://image.tmdb.org/t/p/original/qS2rFOmMD6ExjMqDun96efA2MIa.jpg,https://www.youtube.com/watch?v=rCT_rOKSfr4
False,/oXHs6zSbNJCFyfULEVRQaRyey8H.jpg,"[28, 27, 53]",1029235,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",23.3849,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,Azrael,False,6.1,276,1,https://image.tmdb.org/t/p/original/oXHs6zSbNJCFyfULEVRQaRyey8H.jpg,https://www.youtube.com/watch?v=-kKSxFDcwKw
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",14.3289,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.35,5366,0,https://image.tmdb.org/t/p/original/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,https://www.youtube.com/watch?v=XdKzUbAiswE
False,/7q5RVohE85yuQ9uZWXEXlHmfUOE.jpg,"[28, 27]",1062276,en,Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",72.5682,/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg,2024-07-21,Dark Match,False,4.8,10,1,https://image.tmdb.org/t/p/original/7q5RVohE85yuQ9uZWXEXlHmfUOE.jpg,https://www.youtube.com/watch?v=2Q556EL8DGU
False,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,"[12, 14, 28]",122,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",27.9141,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-17,The Lord of the Rings: The Return of the King,False,8.482,24916,1,https://image.tmdb.org/t/p/original/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,https://www.youtube.com/watch?v=zckJCxYxn1g
False,/ipgr36Ewu2nWd4hoPkNEVgnSxtr.jpg,"[10749, 18]",1422211,mn,Дур тачаалын эрэлд,"Sensual Mongolian actress E.Khandmaa stars in this romantic drama, which highlights a housewife’s longing for pleasure her passionless husband fails to provide. That is until her spouse’s business client eventually gives in to her desires.",46.8595,/affsHDxbgTpCHQbC5GVyZCbuukO.jpg,2025-01-23,The Pursuit of Lust,False,1.0,1,0,https://image.tmdb.org/t/p/original/ipgr36Ewu2nWd4hoPkNEVgnSxtr.jpg,No Trailer Available
True,,"[27, 16]",455773,en,淫夢2～恥辱の果肉祭～,"In First Night college girl Youri cannot make up her mind, whether to go all the way with her boyfriend. She hears a rumor that he is frequenting a massage parlor. Not only that, but the massage girl he has been seeing is said to be a dead ringer for Youri... In Second Night a man spies on the private life of a beautiful nurse, Megumi. The man's obsessive desire wanders between delusion and reality, giving life to a mysterious being. One day, the man has a sudden heart attack and is hospitalized. He comes under Megumi's care. Finally, his wild desire explodes...",35.776,/zdxan5zJFLe4shtnZhepK88ilag.jpg,2001-03-23,淫夢2～恥辱の果肉祭～,False,0.0,0,1,NO POSTER AVAILABLE,No Trailer Available
False,/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,"[53, 28, 80]",156022,en,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",19.4246,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,2014-09-24,The Equalizer,False,7.279,9261,1,https://image.tmdb.org/t/p/original/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,https://www.youtube.com/watch?v=BP_FwE0Z7no
False,/w102m4HoCP5uxhW8Yh7Hv7QShix.jpg,"[16, 10751, 35]",11544,en,Lilo & Stitch,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",22.5406,/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg,2002-06-21,Lilo & Stitch,False,7.529,6389,0,https://image.tmdb.org/t/p/original/w102m4HoCP5uxhW8Yh7Hv7QShix.jpg,https://www.youtube.com/watch?v=wAtaSKQ4-T0
False,/4QLdZ2A8mkDWp2rpfgDrwmeCtUW.jpg,"[28, 12, 80]",47971,en,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",15.8515,/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,2017-01-13,xXx: Return of Xander Cage,False,6.134,9009,1,https://image.tmdb.org/t/p/original/4QLdZ2A8mkDWp2rpfgDrwmeCtUW.jpg,https://www.youtube.com/watch?v=-ziu6JzJTZ0
False,/qSNz1G1Ts8fFw6v4Vae4aMAjcY7.jpg,"[14, 12, 16, 35, 10751]",810,en,Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",15.5739,/n4SexGGQzI26E269tfpa80MZaGV.jpg,2007-05-17,Shrek the Third,False,6.297,9190,0,https://image.tmdb.org/t/p/original/qSNz1G1Ts8fFw6v4Vae4aMAjcY7.jpg,https://www.youtube.com/watch?v=_MoIr7811Bs
False,/fypydCipcWDKDTTCoPucBsdGYXW.jpg,"[878, 12, 28, 18, 53]",653346,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",22.4486,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,False,7.082,3655,1,https://image.tmdb.org/t/p/original/fypydCipcWDKDTTCoPucBsdGYXW.jpg,https://www.youtube.com/watch?v=Tg1FesR8X90
False,/zOOKJyRIcjPC1S8xmNEgy2luAXi.jpg,"[16, 10752, 28, 878]",573531,en,Halo Legends,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,4.3206,/cO3iAp2pPNdWE9eqS4pTEY5HghY.jpg,2010-02-16,Halo Legends,False,7.3,161,1,https://image.tmdb.org/t/p/original/zOOKJyRIcjPC1S8xmNEgy2luAXi.jpg,https://www.youtube.com/watch?v=aicPLFajPiU
False,/jYaoVDJ9J6Me3J0EQCABzQ99YVG.jpg,"[28, 80, 53]",627336,ml,L2: E.M.P.U.R.A.A.N – Lucifer 2,The film acts as  Stephen’s rise to power as the infamous Khureshi Ab’raam as well as the aftermath of his departure from Kerala politics at the end of Lucifer.,14.1801,/rArCWk29zrzOMyItB6AuGWro6DJ.jpg,2025-03-27,L2: Empuraan,False,6.6,5,1,https://image.tmdb.org/t/p/original/jYaoVDJ9J6Me3J0EQCABzQ99YVG.jpg,https://www.youtube.com/watch?v=PGqltBCo6cU
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,"[28, 27, 53, 878]",1051896,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",20.4403,/h4T8Xeydkw53h9uIbulYsss25UF.jpg,2024-04-12,Arcadian,False,6.2,636,1,https://image.tmdb.org/t/p/original/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,https://www.youtube.com/watch?v=HNARuSROxbM
False,/6YInbRTk39ckuLYFmUgBCKcKNjb.jpg,"[16, 35, 10751, 14, 10749]",976573,en,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",19.5418,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,2023-06-14,Elemental,False,7.618,4741,0,https://image.tmdb.org/t/p/original/6YInbRTk39ckuLYFmUgBCKcKNjb.jpg,https://www.youtube.com/watch?v=hXzcyx9V0xw
False,/vPaRlPMwQWtREME6qrb1A0nJdjK.jpg,"[10751, 35, 878]",552524,en,Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,21.2427,/3bN675X0K2E5QiAZVChzB5wq90B.jpg,2025-05-21,Lilo & Stitch,False,0.0,0,0,https://image.tmdb.org/t/p/original/vPaRlPMwQWtREME6qrb1A0nJdjK.jpg,https://www.youtube.com/watch?v=VWqJifMMgZE
False,/1G8Tvw9WC9C2Yu7sBcaaQDD62yB.jpg,[99],416148,fr,Rocco,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever.",4.3834,/wGVnyKJm37uXqL1wAeLfnGuYw0m.jpg,2016-11-30,Rocco,False,5.551,176,0,https://image.tmdb.org/t/p/original/1G8Tvw9WC9C2Yu7sBcaaQDD62yB.jpg,No Trailer Available
False,/jl2YIADk391yc6Qjy9JhgCRkHJk.jpg,"[16, 18, 35]",1064486,en,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",62.7739,/57AgZv1ITeBLShiNdchZ5153evs.jpg,2024-10-17,Memoir of a Snail,False,7.9,343,0,https://image.tmdb.org/t/p/original/jl2YIADk391yc6Qjy9JhgCRkHJk.jpg,https://www.youtube.com/watch?v=q47QUYb0hjc
False,/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg,"[12, 35, 10751, 14]",118,en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",13.6679,/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg,2005-07-13,Charlie and the Chocolate Factory,False,7.042,15404,0,https://image.tmdb.org/t/p/original/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg,https://www.youtube.com/watch?v=p6JAQ2aoXm0
False,/nT0tpSovSldMoKQywsf46R9dXbe.jpg,"[53, 18]",1145725,en,Tyler Perry's Duplicity,High-powered attorney Marley faces her most personal case yet when she is tasked with uncovering the truth behind the murder of her best friend Fela’s husband. With the help of her boyfriend – a former cop turned private investigator – Marley’s search for what really happened leads her down a treacherous maze of deception and betrayal.,26.1585,/xNINmmVZuRn2MWo34Mj42OjBntN.jpg,2025-03-19,Tyler Perry's Duplicity,False,6.785,86,1,https://image.tmdb.org/t/p/original/nT0tpSovSldMoKQywsf46R9dXbe.jpg,https://www.youtube.com/watch?v=i6NvYfJwq-U
False,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,"[27, 80, 53]",632727,en,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",12.1009,/7sKiGNWFM15WNyY7LYd5vmb3brO.jpg,2022-02-18,Texas Chainsaw Massacre,False,5.194,1493,1,https://image.tmdb.org/t/p/original/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,https://www.youtube.com/watch?v=zcI6SFiK_yk
False,/jheQytrDFQGlXtnwWyHPXbP3swS.jpg,"[27, 53, 878]",912032,es,Mar.IA,"Alina is a movie sound engineer. One day she receives an offer to do the direct sound for an erotic film featuring Maria Black, a famous star of the genre who had already retired. When Maria has a heart attack and dies in the middle of the shoot, and the producers decide not to call the police, a series of sinister and unexpected events are unleashed that will endanger everyone's lives.",65.2138,/cGkYqV8Z6hagqpSYaBB3qPsYffi.jpg,2024-06-13,Mar.IA,False,0.0,0,1,https://image.tmdb.org/t/p/original/jheQytrDFQGlXtnwWyHPXbP3swS.jpg,https://www.youtube.com/watch?v=xshLTTIXaTo
False,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",178.5912,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,2024-11-21,Moana 2,False,7.111,2125,0,https://image.tmdb.org/t/p/original/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,https://www.youtube.com/watch?v=JdSl4RMNtGE
False,/ew5FcYiRhTYNJAkxoVPMNlCOdVn.jpg,"[28, 80, 18]",272,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",13.317,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,2005-06-10,Batman Begins,False,7.712,21346,1,https://image.tmdb.org/t/p/original/ew5FcYiRhTYNJAkxoVPMNlCOdVn.jpg,https://www.youtube.com/watch?v=lirBhHXvDSg
False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[35, 80, 9648]",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",14.5729,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,Knives Out,False,7.844,12743,1,https://image.tmdb.org/t/p/original/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,https://www.youtube.com/watch?v=qOg3AoRc4nI
False,/lsgT602GYV8ts97sKH1gWFtQs1k.jpg,"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,72.4265,/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,2025-03-08,Plankton: The Movie,False,6.941,68,0,https://image.tmdb.org/t/p/original/lsgT602GYV8ts97sKH1gWFtQs1k.jpg,https://www.youtube.com/watch?v=IHRScjhllsQ
False,/8yPSYhooj8nyBbmV3GVdLDwuE7e.jpg,"[18, 10749]",1079091,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",12.5886,/cSMdFWmajaX4oUMLx7HEDI84GkP.jpg,2024-08-07,It Ends with Us,False,7.05,1540,0,https://image.tmdb.org/t/p/original/8yPSYhooj8nyBbmV3GVdLDwuE7e.jpg,https://www.youtube.com/watch?v=r-GQvSc5ZGw
False,/lJJUpqjlZYKxIO1YdlmA15pa1Bf.jpg,"[18, 10749, 53]",462183,es,Salvaje despertar,"Toni and Emma are brother and sister who owns a stable farm. Ramon and his son, Aaron works for them. Toni is openly gay and loves to party, Emma has a crush on Aaron who is a closeted gay who is afraid that his father might find out, but his father also has a secret.",15.2493,/jD9MILmkIeBBoFJbOjHAaCQ3sEA.jpg,2016-10-23,Wild Awakening,False,5.5,17,0,https://image.tmdb.org/t/p/original/lJJUpqjlZYKxIO1YdlmA15pa1Bf.jpg,No Trailer Available
False,/3kzw6Rw7TBujqtchJS2TSP3O2US.jpg,"[53, 9648, 27]",1202479,en,Opus,"A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.",99.4348,/eAslhx6gKKD6c1vVY6YV9DSG5lb.jpg,2025-03-13,Opus,False,5.535,43,1,https://image.tmdb.org/t/p/original/3kzw6Rw7TBujqtchJS2TSP3O2US.jpg,https://www.youtube.com/watch?v=5owo-kbx8X0
False,/mkxGpqh4yOYqtENv01IrDcesFRf.jpg,"[28, 35]",993710,en,Back in Action,"Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",33.4017,/3L3l6LsiLGHkTG4RFB2aBA6BttB.jpg,2025-01-15,Back in Action,False,6.464,1144,0,https://image.tmdb.org/t/p/original/mkxGpqh4yOYqtENv01IrDcesFRf.jpg,https://www.youtube.com/watch?v=MV2nYw6gL_w
False,/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,"[28, 80, 53]",1249289,en,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",44.74,/v313aUGmMNj6yNveaiQXysBmjVS.jpg,2025-01-16,Alarum,False,5.8,241,1,https://image.tmdb.org/t/p/original/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,https://www.youtube.com/watch?v=Kp6WlyxBHBM
False,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",64.0748,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,2024-11-26,Solo Leveling -ReAwakening-,False,6.9,176,0,https://image.tmdb.org/t/p/original/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,https://www.youtube.com/watch?v=UdIXUDpeTXU
False,/y12HU18e5FHNeqkSZdvMBEOY6BU.jpg,"[53, 27, 28]",1407861,en,The Bayou,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.",41.4831,/sf6j1SbgDf7VTjL1MRq5MAQSOyE.jpg,2025-01-31,The Bayou,False,6.148,54,1,https://image.tmdb.org/t/p/original/y12HU18e5FHNeqkSZdvMBEOY6BU.jpg,https://www.youtube.com/watch?v=jFvfTbftCnI
False,/bNTHSd3UqqLzIVwbDOGPnx3ScfF.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",29.701,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,2001-05-18,Shrek,False,7.75,17555,0,https://image.tmdb.org/t/p/original/bNTHSd3UqqLzIVwbDOGPnx3ScfF.jpg,https://www.youtube.com/watch?v=CwXOrWvPBPk
False,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",24.5421,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,False,8.501,18886,1,https://image.tmdb.org/t/p/original/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,https://www.youtube.com/watch?v=bM9QabAojCg
False,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",45.7381,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.686,21264,1,https://image.tmdb.org/t/p/original/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,https://www.youtube.com/watch?v=Ew9ngL1GZvs
True,/mTxemX8ZSJtv7EE5M5ZvTyEZRCZ.jpg,[99],1327513,ja,在出差處與討厭上司住同房… 從早到晚持續絶倫性交有感覺的I罩杯新人女社員,,5.379,/vxyIfivzcFwYTksaFlAIiSQq7wc.jpg,2022-05-25,在出差處與討厭上司住同房… 從早到晚持續絶倫性交有感覺的I罩杯新人女社員,False,7.0,1,0,https://image.tmdb.org/t/p/original/mTxemX8ZSJtv7EE5M5ZvTyEZRCZ.jpg,No Trailer Available
False,/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,"[28, 35, 10749]",1226406,en,Love Hurts,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",46.171,/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,2025-02-06,Love Hurts,False,5.941,143,0,https://image.tmdb.org/t/p/original/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,https://www.youtube.com/watch?v=y7_gi1-bIJs
False,/9p2tVEEWw1M92Pt63Vbq7EjBpvk.jpg,"[27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",81.544,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,2025-01-22,Companion,False,7.082,952,1,https://image.tmdb.org/t/p/original/9p2tVEEWw1M92Pt63Vbq7EjBpvk.jpg,https://www.youtube.com/watch?v=Qr_kX0D3DNA
False,/tzwUife8ExSuHMPC94bqAAcxjEt.jpg,"[27, 9648]",1216191,en,Oddity,"After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",12.6925,/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg,2024-07-19,Oddity,False,6.689,460,1,https://image.tmdb.org/t/p/original/tzwUife8ExSuHMPC94bqAAcxjEt.jpg,https://www.youtube.com/watch?v=ktIqbb0TS7s
True,/fqcYon13ab6Lxq9F7Vy78v9A5Dz.jpg,[10749],1442532,tl,Malagkit,"A sexy drama starring Lea Bernabe and Ashley Lopez. When a man proposes marriage to his girlfriend, she wants to find out first if they are ready for a lifetime commitment. She meets her friend and her husband that will open up desires they are not aware of for a long time.",13.177,/djM4oi4B3XQ7a4knVbZwlSmdMNk.jpg,2025-03-11,Malagkit,False,10.0,1,0,https://image.tmdb.org/t/p/original/fqcYon13ab6Lxq9F7Vy78v9A5Dz.jpg,https://www.youtube.com/watch?v=Yk7agY-nug0
False,/4FmcapWALCyEV2T0HAkn6IpkuRV.jpg,"[18, 10749]",1017066,pl,Heaven in Hell,"Olga and Maks are 15 years away. She is a successful woman with an established position, the mother of an adult daughter, he is a handsome young man who enjoys his life in a handful and lives only in the moment. It might seem that these two different worlds will never meet, and yet fate put them in the way.",14.2381,/jJJ8K3R19PHNqGkaqEO5DmlFVER.jpg,2023-02-10,Heaven in Hell,False,6.8,84,0,https://image.tmdb.org/t/p/original/4FmcapWALCyEV2T0HAkn6IpkuRV.jpg,No Trailer Available
False,/fVpFOcQyHJM2di9upgSIwWD5wac.jpg,"[27, 53, 28, 12]",396535,ko,부산행,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",18.1288,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,2016-07-20,Train to Busan,False,7.749,7702,1,https://image.tmdb.org/t/p/original/fVpFOcQyHJM2di9upgSIwWD5wac.jpg,https://www.youtube.com/watch?v=0_sV9luPnMk
True,,"[18, 10749]",1136395,id,Birahi Muda,,12.3775,/qfQyELUrB2ak0aA5Ku22D2dC8Ht.jpg,2023-04-19,Birahi Muda,False,0.0,0,0,NO POSTER AVAILABLE,No Trailer Available
False,/hAQnXxOwCjgYcKRgTdYPRC8neqL.jpg,"[28, 18]",811941,te,దేవర: Part 1,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",34.6791,/A9ENz6d4lC3UYOX8Z1gJwDEo1sM.jpg,2024-09-26,Devara : Part 1,False,6.978,185,0,https://image.tmdb.org/t/p/original/hAQnXxOwCjgYcKRgTdYPRC8neqL.jpg,https://www.youtube.com/watch?v=S5wQD_0WGTA
False,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,"[10749, 18]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",56.6213,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.823,3631,0,https://image.tmdb.org/t/p/original/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,https://www.youtube.com/watch?v=xY-qRGC6Yu0
